right x, right y, right size, left x, left y, left size
1.534912,15.521240,26.914062,1.291992,16.242676,29.785156
1.531982,15.517822,26.902344,1.288330,16.256104,29.796875
1.535156,15.512451,26.886719,1.294189,16.257324,29.796875
1.531006,15.502197,26.914062,1.293213,16.250000,29.785156
1.524658,15.524170,26.902344,1.297607,16.265869,29.789062
1.540283,15.535645,26.890625,1.288818,16.272217,29.804688
1.533447,15.517578,26.886719,1.290283,16.270264,29.824219
1.543945,15.532715,26.855469,1.288818,16.272217,29.812500
1.534668,15.527100,26.859375,1.281250,16.283203,29.800781
1.523682,15.534668,26.894531,1.290283,16.292969,29.824219
1.531250,15.532471,26.902344,1.281982,16.279541,29.804688
1.534912,15.530273,26.902344,1.285889,16.281006,29.781250
1.533691,15.534424,26.867188,1.282715,16.270264,29.792969
1.531494,15.524170,26.898438,1.289795,16.269043,29.832031
1.530273,15.524658,26.859375,1.281250,16.268799,29.820312
1.530029,15.504639,26.898438,1.284180,16.264648,29.804688
1.519043,15.494141,26.902344,1.276367,16.268066,29.792969
1.514160,15.510498,26.910156,1.273682,16.267578,29.789062
1.509033,15.504639,26.910156,1.273682,16.260254,29.789062
1.509766,15.505859,26.914062,1.265625,16.264648,29.792969
1.492920,15.500000,26.910156,1.264160,16.257080,29.785156
1.491455,15.494385,26.910156,1.258057,16.278076,29.796875
1.498291,15.506348,26.910156,1.259277,16.285156,29.804688
1.490723,15.495361,26.917969,1.254639,16.288330,29.792969
1.496826,15.525146,26.917969,1.255615,16.298584,29.804688
1.495361,15.526367,26.925781,1.256104,16.303467,29.828125
1.490967,15.521973,26.933594,1.257568,16.306885,29.824219
1.498291,15.542480,26.941406,1.252197,16.305176,29.824219
1.506348,15.536377,26.949219,1.257568,16.299316,29.816406
1.502686,15.538086,26.953125,1.256348,16.289551,29.824219
1.502441,15.544434,26.976562,1.259521,16.297119,29.824219
1.494629,15.552490,26.972656,1.263428,16.293945,29.843750
1.501221,15.537109,26.945312,1.259033,16.287354,29.816406
1.510986,15.544922,26.964844,1.262207,16.284424,29.820312
1.511230,15.547119,26.972656,1.257812,16.284424,29.808594
1.525146,15.536133,26.992188,1.257568,16.279053,29.804688
1.522217,15.548340,26.984375,1.248535,16.275146,29.808594
1.519775,15.545410,26.980469,1.249023,16.275879,29.812500
1.524414,15.564209,26.996094,1.250000,16.275879,29.812500
1.517578,15.560303,26.988281,1.250977,16.275879,29.828125
1.515137,15.552979,27.000000,1.240967,16.289062,29.828125
1.529785,15.566650,26.953125,1.236572,16.287109,29.816406
1.514160,15.562256,26.980469,1.236328,16.286621,29.792969
1.524414,15.562500,26.968750,1.231445,16.293457,29.796875
1.524658,15.568848,26.957031,1.233887,16.285156,29.812500
1.519775,15.536621,26.976562,1.233154,16.293213,29.812500
1.526367,15.554688,26.996094,1.227539,16.301758,29.800781
1.533691,15.552002,27.000000,1.234619,16.302246,29.816406
1.536377,15.547363,26.992188,1.232178,16.302490,29.824219
1.525635,15.543457,26.988281,1.237305,16.301025,29.808594
1.524170,15.554199,26.957031,1.236084,16.292969,29.828125
1.524170,15.566162,26.953125,1.229736,16.296875,29.800781
1.521240,15.566895,26.957031,1.235840,16.295654,29.812500
1.531494,15.565918,26.960938,1.228027,16.287842,29.804688
1.540283,15.571289,26.976562,1.226074,16.289551,29.812500
1.534424,15.580811,26.960938,1.228516,16.287842,29.808594
1.525635,15.565430,27.023438,1.225586,16.277588,29.808594
1.520020,15.577881,27.000000,1.231445,16.279297,29.839844
1.511963,15.566650,26.992188,1.227539,16.268799,29.832031
1.513184,15.570312,27.007812,1.223877,16.263672,29.828125
1.513916,15.584717,26.957031,1.220703,16.264893,29.812500
1.509766,15.579102,26.953125,1.222900,16.281494,29.828125
1.496582,15.577637,26.953125,1.222900,16.283447,29.808594
1.489014,15.594238,26.925781,1.215332,16.285400,29.804688
1.491211,15.598389,26.894531,1.222168,16.283691,29.820312
1.487305,15.596680,26.898438,1.227295,16.283203,29.804688
1.493164,15.592041,26.898438,1.221191,16.282471,29.816406
1.491211,15.597656,26.898438,1.228027,16.279297,29.812500
1.488281,15.599854,26.867188,1.226074,16.270508,29.824219
1.483643,15.604248,26.851562,1.223145,16.268555,29.828125
1.485107,15.593994,26.871094,1.231445,16.266846,29.847656
1.493652,15.591309,26.882812,1.235107,16.267334,29.851562
1.488770,15.597900,26.851562,1.233887,16.263184,29.867188
1.472168,15.601074,26.898438,1.243652,16.279297,29.875000
1.490234,15.580322,26.906250,1.234131,16.273926,29.867188
1.494873,15.581543,26.914062,1.230713,16.270264,29.863281
1.488037,15.581299,26.898438,1.221924,16.262695,29.867188
1.483154,15.586914,26.929688,1.225098,16.265869,29.859375
1.468018,15.574707,26.933594,1.218018,16.264648,29.855469
1.479004,15.579346,26.906250,1.226074,16.267578,29.894531
1.469238,15.577637,26.917969,1.235352,16.257324,29.898438
1.471680,15.591797,26.921875,1.229736,16.242432,29.902344
1.458252,15.591797,26.910156,1.234863,16.249512,29.898438
1.464355,15.614746,26.914062,1.228271,16.249756,29.902344
1.465820,15.620605,26.914062,1.233398,16.246338,29.894531
1.458496,15.601562,26.921875,1.227051,16.245605,29.894531
1.460938,15.615234,26.957031,1.229980,16.247559,29.890625
1.457031,15.602295,26.929688,1.226562,16.257080,29.875000
1.466553,15.614502,26.949219,1.226074,16.257080,29.886719
1.473877,15.614990,26.910156,1.227539,16.245850,29.875000
1.479736,15.624512,26.906250,1.229736,16.250977,29.871094
1.486816,15.623291,26.902344,1.236084,16.250000,29.867188
1.479492,15.614990,26.917969,1.230957,16.244873,29.875000
1.472412,15.622559,26.925781,1.232178,16.246582,29.863281
1.461426,15.631592,26.902344,1.243896,16.250977,29.878906
1.456543,15.630371,26.929688,1.253662,16.259033,29.906250
1.457764,15.619385,26.929688,1.246826,16.246826,29.914062
1.470215,15.631592,26.929688,1.256348,16.266846,29.945312
1.465332,15.608154,26.937500,1.248047,16.264648,29.933594
1.468506,15.608887,26.925781,1.251465,16.257080,29.953125
1.460449,15.597656,26.988281,1.254395,16.252197,29.960938
1.456787,15.607422,26.992188,1.256836,16.249268,29.964844
1.454346,15.596924,26.984375,1.258057,16.248779,29.957031
1.449463,15.572998,27.007812,1.257812,16.247559,29.964844
1.451660,15.578613,27.050781,1.252441,16.250977,29.937500
1.441650,15.564697,27.078125,1.254395,16.259521,29.937500
1.429688,15.572998,27.085938,1.245605,16.245117,29.925781
1.424316,15.569336,27.109375,1.248291,16.250732,29.929688
1.427979,15.568115,27.121094,1.248535,16.249756,29.925781
1.416748,15.562256,27.152344,1.258057,16.237305,29.945312
1.427002,15.552734,27.136719,1.259277,16.245117,29.960938
1.442139,15.565674,27.097656,1.255615,16.235840,29.949219
1.447998,15.567627,27.074219,1.263916,16.249268,29.968750
1.436768,15.579590,27.078125,1.262939,16.243896,29.980469
1.436035,15.583740,27.062500,1.282227,16.249023,30.027344
1.437256,15.567139,27.062500,1.278564,16.246582,30.015625
1.417969,15.558350,27.054688,1.277832,16.250488,30.007812
1.424072,15.563477,27.000000,1.275635,16.251465,29.988281
1.414795,15.558105,27.007812,1.286133,16.258789,30.015625
1.428711,15.563477,26.972656,1.282227,16.252197,30.007812
1.430908,15.563721,26.972656,1.283203,16.240967,30.015625
1.424805,15.579102,27.011719,1.281494,16.229004,30.000000
1.422852,15.572021,27.015625,1.287842,16.235596,30.023438
1.437500,15.579590,27.003906,1.285156,16.240479,30.019531
1.441162,15.575928,27.042969,1.280762,16.238037,30.023438
1.435791,15.576660,27.054688,1.288086,16.245117,30.039062
1.430664,15.577881,27.070312,1.283936,16.234131,30.023438
1.429688,15.576172,27.054688,1.285400,16.231934,30.039062
1.440186,15.592041,27.027344,1.290527,16.241211,30.058594
1.420654,15.575928,27.031250,1.286865,16.242188,30.054688
1.429443,15.583496,27.023438,1.284912,16.245361,30.050781
1.438721,15.596924,26.996094,1.285889,16.241943,30.054688
1.441406,15.606445,27.003906,1.290283,16.244873,30.066406
1.450195,15.603516,26.988281,1.289551,16.237061,30.058594
1.446533,15.608887,26.996094,1.294189,16.227539,30.066406
1.456055,15.613037,26.964844,1.284668,16.226562,30.058594
1.441162,15.610840,26.968750,1.285889,16.233398,30.066406
1.446533,15.620605,26.960938,1.293213,16.225830,30.062500
1.437744,15.618652,26.925781,1.292480,16.238525,30.050781
1.426758,15.618408,26.941406,1.289062,16.237061,30.054688
1.417480,15.620361,26.937500,1.293457,16.227295,30.062500
1.420410,15.613281,26.992188,1.296387,16.228271,30.074219
1.414062,15.596436,26.984375,1.298340,16.234619,30.085938
1.402588,15.594971,26.968750,1.301270,16.239990,30.089844
1.406738,15.597900,26.937500,1.309326,16.240723,30.109375
1.409424,15.598633,26.898438,1.309570,16.231934,30.125000
1.413574,15.596680,26.933594,1.310059,16.226562,30.128906
1.423340,15.591553,26.921875,1.313721,16.228760,30.140625
1.435547,15.615479,26.894531,1.314453,16.218506,30.148438
1.438721,15.601562,26.894531,1.319092,16.228027,30.164062
1.440186,15.598877,26.886719,1.311035,16.227295,30.148438
1.434082,15.590332,26.898438,1.316895,16.227783,30.156250
1.436768,15.580566,26.894531,1.308105,16.226562,30.156250
1.448242,15.608154,26.867188,1.300049,16.228027,30.136719
1.438232,15.604492,26.871094,1.304443,16.237793,30.144531
1.437988,15.600098,26.875000,1.304443,16.237305,30.144531
1.432617,15.595947,26.933594,1.305664,16.236572,30.156250
1.431396,15.600830,26.917969,1.308105,16.234375,30.148438
1.423584,15.624023,26.925781,1.309814,16.244873,30.152344
1.439941,15.642578,26.875000,1.309326,16.248779,30.148438
1.447510,15.640869,26.839844,1.317383,16.247559,30.152344
1.436523,15.621338,26.871094,1.322754,16.247803,30.140625
1.425293,15.620361,26.882812,1.315674,16.255371,30.132812
1.425049,15.622559,26.875000,1.314209,16.254883,30.136719
1.434814,15.619141,26.914062,1.307373,16.257080,30.125000
1.429443,15.601562,26.914062,1.309570,16.260010,30.132812
1.439941,15.626465,26.890625,1.312256,16.262695,30.144531
1.427979,15.612549,26.914062,1.316162,16.262695,30.148438
1.432373,15.613770,26.898438,1.307129,16.261230,30.140625
1.436768,15.621094,26.910156,1.311279,16.254395,30.152344
1.438232,15.611328,26.910156,1.310303,16.251709,30.156250
1.428955,15.618652,26.949219,1.312988,16.250244,30.164062
1.437500,15.645508,26.890625,1.312256,16.258789,30.179688
1.427002,15.635010,26.914062,1.309326,16.258545,30.167969
1.442871,15.630127,26.921875,1.317627,16.261963,30.171875
1.433594,15.642822,26.929688,1.319336,16.258301,30.164062
1.433105,15.637939,26.957031,1.325195,16.254150,30.160156
1.441406,15.651123,26.906250,1.328613,16.262451,30.183594
1.438232,15.646729,26.906250,1.334961,16.259766,30.175781
1.420166,15.633545,26.898438,1.335693,16.258057,30.175781
1.417236,15.639893,26.890625,1.333496,16.264160,30.171875
1.405029,15.616699,26.968750,1.326660,16.267334,30.164062
1.402588,15.597656,26.980469,1.333252,16.270020,30.160156
1.405518,15.607910,26.976562,1.332275,16.262451,30.156250
1.434814,15.617920,26.941406,1.339111,16.268311,30.148438
1.439209,15.626465,26.988281,1.335449,16.270752,30.152344
1.429932,15.603760,27.007812,1.336914,16.280029,30.171875
1.434570,15.603760,27.019531,1.344238,16.265869,30.167969
1.445557,15.611816,26.988281,1.339600,16.266113,30.171875
1.435303,15.602295,26.968750,1.336426,16.269775,30.179688
1.447021,15.619141,26.953125,1.345459,16.271240,30.183594
1.455566,15.604492,26.941406,1.345947,16.275635,30.195312
1.463623,15.604004,26.917969,1.342285,16.269531,30.199219
1.457520,15.614258,26.945312,1.348145,16.275391,30.203125
1.445068,15.586182,26.976562,1.351807,16.283203,30.199219
1.432129,15.568115,27.007812,1.350830,16.274902,30.218750
1.430908,15.562256,27.011719,1.351562,16.289062,30.230469
1.426514,15.556152,27.019531,1.348633,16.291748,30.226562
1.429199,15.561035,27.003906,1.351807,16.282715,30.226562
1.430420,15.543457,26.976562,1.347900,16.285156,30.226562
1.431152,15.553711,26.976562,1.343994,16.274414,30.226562
1.434814,15.546875,26.972656,1.337402,16.278076,30.207031
1.434326,15.547852,26.996094,1.333984,16.271240,30.207031
1.433350,15.541992,26.996094,1.327393,16.271484,30.187500
1.439941,15.555908,26.945312,1.327881,16.278809,30.195312
1.431396,15.567383,26.953125,1.327393,16.276367,30.187500
1.450684,15.586426,26.882812,1.325439,16.278809,30.183594
1.438232,15.576416,26.898438,1.328613,16.281738,30.199219
1.424316,15.572021,26.906250,1.328857,16.284668,30.195312
1.436768,15.582764,26.878906,1.332520,16.289307,30.187500
1.427490,15.575439,26.902344,1.328369,16.279053,30.175781
1.438477,15.573242,26.898438,1.324463,16.277100,30.179688
1.424316,15.581299,26.894531,1.327881,16.275879,30.183594
1.416016,15.562988,26.890625,1.322021,16.278076,30.171875
1.408936,15.573730,26.898438,1.324219,16.286133,30.171875
1.416260,15.580322,26.910156,1.322266,16.280273,30.179688
1.408691,15.572266,26.914062,1.325195,16.284668,30.195312
1.403564,15.569824,26.937500,1.323242,16.286865,30.183594
1.393799,15.566650,26.910156,1.321777,16.285156,30.183594
1.382324,15.556152,26.929688,1.324951,16.287842,30.191406
1.390137,15.573975,26.902344,1.324219,16.277832,30.179688
1.385010,15.585205,26.910156,1.328857,16.282959,30.191406
1.390381,15.565430,26.921875,1.331543,16.280273,30.187500
1.400635,15.561768,26.945312,1.334961,16.282715,30.203125
1.420410,15.570801,26.921875,1.336670,16.286133,30.195312
1.419434,15.565430,26.902344,1.335938,16.280273,30.191406
1.418701,15.548096,26.917969,1.336426,16.278320,30.183594
1.425781,15.536865,26.914062,1.339600,16.281494,30.191406
1.428467,15.522461,26.902344,1.341064,16.283203,30.191406
1.426758,15.519531,26.921875,1.342041,16.294189,30.203125
1.416748,15.530029,26.945312,1.350830,16.294922,30.210938
1.427490,15.513184,26.941406,1.351562,16.290527,30.203125
1.434570,15.519531,26.914062,1.346924,16.290283,30.195312
1.424316,15.526611,26.914062,1.347168,16.302490,30.183594
1.428467,15.538330,26.882812,1.348633,16.303711,30.191406
1.422119,15.527588,26.878906,1.347656,16.301270,30.183594
1.413574,15.524414,26.871094,1.340820,16.305664,30.183594
1.407715,15.504150,26.890625,1.342285,16.310547,30.183594
1.419434,15.517822,26.875000,1.346436,16.303955,30.179688
1.419189,15.523193,26.824219,1.352051,16.317871,30.207031
1.416016,15.503662,26.851562,1.344727,16.323730,30.199219
1.422852,15.512451,26.863281,1.338135,16.320801,30.175781
1.437988,15.525391,26.847656,1.341309,16.316162,30.175781
1.419189,15.515137,26.824219,1.342285,16.317871,30.175781
1.417480,15.508057,26.847656,1.338623,16.318848,30.167969
1.432129,15.496338,26.847656,1.340088,16.315918,30.156250
1.430908,15.493896,26.867188,1.343750,16.325684,30.164062
1.420166,15.480957,26.898438,1.348145,16.318115,30.167969
1.446289,15.512207,26.804688,1.342041,16.318115,30.164062
1.453613,15.516113,26.820312,1.333496,16.314697,30.148438
1.452881,15.524414,26.785156,1.338623,16.321289,30.148438
1.447998,15.519775,26.812500,1.324707,16.315186,30.117188
